日期,合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量（kg）,成交金额（元）,市场持仓（手）,交收方向,交收量（手）
2026-02-27,Au99.99,1144.99,1147.90,1135.00,1142.97,-1.54,-0.13%,1144.92,4762.58,5452813276.4,-,,
2026-02-26,Au99.99,1145.10,1150.00,1141.51,1144.51,-1.13,-0.10%,1143.86,5349.96,6119650269.8,-,,
2026-02-25,Au99.99,1146.10,1155.00,1136.00,1145.64,-2.02,-0.18%,1147.48,5667.06,6502884922.6,-,,
2026-02-24,Au99.99,1155.00,1158.00,1138.30,1147.66,38.74,3.49%,1147.89,8654.14,9934034450.2,-,,
2026-02-13,Au99.99,1124.00,1127.00,1092.00,1108.92,-13.6,-1.21%,1107.14,5943.38,6580159001.4,-,,
2026-02-12,Au99.99,1136.00,1137.00,1120.00,1122.52,-0.5,-0.04%,1123.87,3972.68,4464777105,-,,
2026-02-11,Au99.99,1120.00,1128.00,1115.00,1123.02,6.33,0.57%,1124.12,5623.78,6321831666,-,,
2026-02-10,Au99.99,1121.00,1130.50,1115.00,1116.69,0.67,0.06%,1119.97,6148.78,6886504657.2,-,,
2026-02-09,Au99.99,1090.00,1132.00,1050.00,1116.02,22.17,2.03%,1120.65,9656.54,10821683169.6,-,,
2026-02-06,Au99.99,1094.00,1102.95,1049.01,1093.85,-11.62,-1.05%,1082.47,16914.04,18308998248.8,-,,
2026-02-05,Au99.99,1139.00,1140.00,1078.00,1105.47,-34.83,-3.05%,1102.93,14487.78,15979015073,-,,
2026-02-04,Au99.99,1100.00,1198.50,1090.00,1140.30,42.41,3.86%,1133.54,18882.84,21404627980.8,-,,
2026-02-03,Au99.99,1070.00,1100.00,1040.00,1097.89,67.89,6.59%,1076.22,24874.16,26770167466.6,-,,
2026-02-02,Au99.99,1153.00,1157.00,998.00,1030.00,-133.95,-11.51%,1044.39,27136.52,28341252699.4,-,,
