column_1,column_2,column_3,column_4,column_5,column_6,column_7
分　组,营业收入,营业成本,利润总额,,,
金额
(亿元),同比增长
(%),金额
(亿元),同比增长
(%),金额
(亿元),同比增长
(%),
总计,1234796.4,1.8,1053776.8,2.3,66674.8,-4.7
其中：采矿业,53434.8,-4.7,35387.9,-1.8,10796.2,-13.2
制造业,1067869.1,1.9,917076.8,2.3,48524.9,-4.6
电力、热力、燃气及水生产和供应业,113492.5,4.1,101312.2,3.8,7353.7,10.9
其中：国有控股企业,334321.5,0.3,280925.7,1.2,20387.7,-8.4
其中：股份制企业,984732.9,2.5,842461.0,3.1,50143.0,-5.7
外商及港澳台投资企业,241924.0,-0.8,204458.1,-0.7,16062.9,-0.8
其中：私营企业,456617.2,2.1,393834.0,2.3,19649.1,-1.0
注：
1.经济类型分组之间存在交叉，故各经济类型企业数据之和大于总计。
2.本表部分指标存在总计不等于分项之和情况，是数据四舍五入所致，未作机械调整。,,,,,,
