日期,合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量（kg）,成交金额（元）,市场持仓（手）,交收方向,交收量（手）
2025-11-28,Ag(T+D),12469.00,12707.00,12360.00,12669.00,301,2.43%,12568.00,1248782,15695392748,4008616,多支付给空,14850
2025-11-27,Ag(T+D),12286.00,12558.00,12145.00,12545.00,365,3.00%,12368.00,864016,10686484872,3983000,多支付给空,59190
2025-11-26,Ag(T+D),12080.00,12255.00,11939.00,12209.00,80,0.66%,12180.00,668376,8141201948,3991986,空支付给多,18300
2025-11-25,Ag(T+D),11855.00,12205.00,11813.00,12132.00,323,2.74%,12129.00,1071092,12991939650,3987894,多支付给空,105540
2025-11-24,Ag(T+D),11613.00,11960.00,11553.00,11827.00,-3,-0.03%,11809.00,724146,8552157704,4090494,空支付给多,
2025-11-21,Ag(T+D),11999.00,12150.00,11666.00,11697.00,-401,-3.31%,11830.00,1243994,14717368830,4030310,空支付给多,
2025-11-20,Ag(T+D),12257.00,12310.00,11927.00,12030.00,31,0.26%,12098.00,603732,7304465722,4118612,空支付给多,
2025-11-19,Ag(T+D),11855.00,12161.00,11755.00,12150.00,348,2.95%,11999.00,785682,9427464950,4107262,多支付给空,45840
2025-11-18,Ag(T+D),11980.00,12012.00,11686.00,11697.00,-261,-2.18%,11802.00,623148,7354470654,4170070,空支付给多,
2025-11-17,Ag(T+D),12260.00,12260.00,11840.00,11970.00,-444,-3.58%,11958.00,759026,9076678922,4091434,空支付给多,
2025-11-14,Ag(T+D),12520.00,12575.00,12313.00,12326.00,-143,-1.15%,12414.00,800156,9933724174,4040198,空支付给多,
2025-11-13,Ag(T+D),12081.00,12650.00,12037.00,12563.00,614,5.14%,12469.00,605638,7552243376,4076290,空支付给多,1650
2025-11-12,Ag(T+D),11970.00,12095.00,11820.00,12092.00,197,1.66%,11949.00,870430,10401237350,4077296,空支付给多,29970
2025-11-11,Ag(T+D),11760.00,11982.00,11696.00,11865.00,252,2.17%,11895.00,725114,8625680258,4243002,空支付给多,240
2025-11-10,Ag(T+D),11480.00,11731.00,11363.00,11726.00,300,2.63%,11613.00,712714,8277279952,4236766,空支付给多,28320
2025-11-07,Ag(T+D),11465.00,11485.00,11260.00,11480.00,134,1.18%,11426.00,619304,7076560342,4294018,空支付给多,12600
2025-11-06,Ag(T+D),11240.00,11435.00,11220.00,11421.00,213,1.90%,11346.00,460064,5220198770,4303142,空支付给多,
2025-11-05,Ag(T+D),11258.00,11301.00,11093.00,11240.00,-30,-0.27%,11208.00,508790,5702593578,4279586,空支付给多,
2025-11-04,Ag(T+D),11416.00,11469.00,11172.00,11242.00,-128,-1.13%,11270.00,659480,7432545422,4270780,空支付给多,28080
2025-11-03,Ag(T+D),11410.00,11448.00,11211.00,11442.00,60,0.53%,11370.00,525416,5974475082,4352308,空支付给多,
