日期,合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量（kg）,成交金额（元）,市场持仓（手）,交收方向,交收量（手）
2026-06-30,Ag(T+D),14157.00,14489.00,13710.00,14343.00,144,1.01%,14024.00,413374,5797318522,2677298,多支付给空,3840
2026-06-29,Ag(T+D),14110.00,14414.00,13986.00,14223.00,350,2.52%,14199.00,416990,5921013068,2707226,多支付给空,65850
2026-06-26,Ag(T+D),13820.00,14324.00,13485.00,14104.00,181,1.30%,13873.00,423318,5872871372,2768572,多支付给空,12480
2026-06-25,Ag(T+D),14449.00,14449.00,13535.00,13813.00,-1012,-6.83%,13923.00,329402,4586388624,2784980,空支付给多,6360
2026-06-24,Ag(T+D),15000.00,15010.00,14582.00,14906.00,-341,-2.24%,14825.00,367348,5446200152,2764350,多支付给空,4170
2026-06-23,Ag(T+D),15989.00,16078.00,14928.00,15033.00,-872,-5.48%,15247.00,381622,5818934518,2730578,空支付给多,13530
2026-06-22,Ag(T+D),16050.00,16151.00,15701.00,15991.00,-593,-3.58%,15905.00,470506,7483744916,2731950,多支付给空,17160
2026-06-18,Ag(T+D),16693.00,17185.00,16322.00,16422.00,-359,-2.14%,16584.00,297788,4938772342,2738398,多支付给空,74430
2026-06-17,Ag(T+D),16830.00,17002.00,16601.00,16775.00,83,0.50%,16781.00,245300,4116478122,2801454,空支付给多,40590
2026-06-16,Ag(T+D),17000.00,17083.00,16507.00,16658.00,-78,-0.47%,16692.00,244924,4088465696,2834550,多支付给空,47790
2026-06-15,Ag(T+D),16032.00,17000.00,15847.00,16869.00,1015,6.40%,16736.00,280886,4700972618,2897840,多支付给空,38850
2026-06-12,Ag(T+D),15236.00,16150.00,15087.00,15800.00,474,3.09%,15854.00,323470,5128551946,2972464,多支付给空,34650
2026-06-11,Ag(T+D),15321.00,15789.00,15060.00,15433.00,-104,-0.67%,15326.00,472886,7247786564,2986364,多支付给空,55200
2026-06-10,Ag(T+D),16500.00,16519.00,15180.00,15503.00,-842,-5.15%,15537.00,551302,8565753050,3023754,多支付给空,46380
2026-06-09,Ag(T+D),16417.00,16599.00,16183.00,16401.00,65,0.40%,16345.00,232710,3803866594,3015554,多支付给空,3030
2026-06-08,Ag(T+D),17583.00,17755.00,15930.00,16200.00,-1360,-7.74%,16336.00,616196,10066409868,2995170,空支付给多,1710
2026-06-05,Ag(T+D),17980.00,18172.00,17150.00,17520.00,-221,-1.25%,17560.00,459912,8076138032,2875070,空支付给多,8970
2026-06-04,Ag(T+D),18000.00,18013.00,17606.00,17672.00,-348,-1.93%,17741.00,401050,7115207598,2865202,多支付给空,45600
2026-06-03,Ag(T+D),18370.00,18420.00,17867.00,17910.00,-305,-1.67%,18020.00,258584,4659862570,2867976,空支付给多,45450
2026-06-02,Ag(T+D),18199.00,18480.00,17800.00,18426.00,233,1.28%,18215.00,399486,7276950150,2900380,多支付给空,330
