日期,合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量（kg）,成交金额（元）,市场持仓（手）,交收方向,交收量（手）
2025-06-30,Ag(T+D),8699.00,8747.00,8646.00,8728.00,-62,-0.71%,8697.00,487620,4241015956,3144678,多支付给空,6240
2025-06-27,Ag(T+D),8800.00,8829.00,8720.00,8748.00,9,0.10%,8790.00,477072,4193469596,3111050,多支付给空,145620
2025-06-26,Ag(T+D),8650.00,8777.00,8641.00,8773.00,115,1.33%,8739.00,371636,3247999980,3182526,多支付给空,15750
2025-06-25,Ag(T+D),8723.00,8723.00,8540.00,8698.00,-22,-0.25%,8658.00,388530,3364169030,3127796,多支付给空,25470
2025-06-24,Ag(T+D),8743.00,8780.00,8694.00,8709.00,-5,-0.06%,8720.00,304350,2654202054,3170030,多支付给空,66330
2025-06-23,Ag(T+D),8709.00,8750.00,8673.00,8730.00,46,0.53%,8714.00,434856,3789702760,3217456,多支付给空,44220
2025-06-20,Ag(T+D),8780.00,8799.00,8613.00,8663.00,-201,-2.27%,8684.00,745948,6477816564,3187026,多支付给空,265770
2025-06-19,Ag(T+D),8986.00,8994.00,8757.00,8777.00,-198,-2.21%,8864.00,550626,4881127462,3279642,多支付给空,354180
2025-06-18,Ag(T+D),8933.00,9040.00,8887.00,8989.00,174,1.97%,8975.00,727496,6529277348,3679664,多支付给空,34200
2025-06-17,Ag(T+D),8800.00,8845.00,8781.00,8831.00,30,0.34%,8815.00,284700,2509665918,3624194,多支付给空,32520
2025-06-16,Ag(T+D),8820.00,8862.00,8767.00,8835.00,32,0.36%,8801.00,550218,4842993982,3612162,多支付给空,24210
2025-06-13,Ag(T+D),8794.00,8892.00,8751.00,8793.00,-29,-0.33%,8803.00,853964,7518276866,3525006,多支付给空,213450
2025-06-12,Ag(T+D),8839.00,8899.00,8768.00,8770.00,-113,-1.27%,8822.00,805092,7102681112,3511988,空支付给多,40230
2025-06-11,Ag(T+D),8912.00,8929.00,8836.00,8882.00,-13,-0.15%,8883.00,489282,4346676256,3481078,空支付给多,157680
2025-06-10,Ag(T+D),8878.00,8993.00,8840.00,8882.00,60,0.68%,8895.00,617842,5495743068,3574734,空支付给多,57180
2025-06-09,Ag(T+D),8839.00,8892.00,8765.00,8888.00,147,1.68%,8822.00,583946,5151817374,3559336,空支付给多,87360
2025-06-06,Ag(T+D),8640.00,8841.00,8635.00,8839.00,392,4.64%,8741.00,973300,8507883786,3545110,多支付给空,67530
2025-06-05,Ag(T+D),8430.00,8463.00,8408.00,8456.00,11,0.13%,8447.00,536080,4528303996,3546434,空支付给多,64440
2025-06-04,Ag(T+D),8423.00,8464.00,8416.00,8441.00,14,0.17%,8445.00,514516,4345377480,3533774,空支付给多,55860
2025-06-03,Ag(T+D),8500.00,8500.00,8382.00,8405.00,225,2.75%,8427.00,644742,5433823536,3504532,多支付给空,41700
