parent_asset_id,resource_id,source_file,source_extension,source_size_bytes,source_sha256,object_type,object_name,row_count,column_count,output_path,extraction_state,failure_reason
WEB-0048,WEB-0048-R01-E024,"01_新增原件/WEB-0048/expanded/WEB-0048-R01/Imports Merchandise, Customs, current US$, millions, seas. adj..xlsx",.xlsx,571522,a80b13c769236b21b52acb31cd9d485bec64d500d235567fb35d4397b1a404c0,xlsx_sheet,annual,32,121,03_提取表格/WEB-0048/WEB-0048-R01-E024/annual.csv,EXTRACTED,
WEB-0048,WEB-0048-R01-E024,"01_新增原件/WEB-0048/expanded/WEB-0048-R01/Imports Merchandise, Customs, current US$, millions, seas. adj..xlsx",.xlsx,571522,a80b13c769236b21b52acb31cd9d485bec64d500d235567fb35d4397b1a404c0,xlsx_sheet,monthly,362,121,03_提取表格/WEB-0048/WEB-0048-R01-E024/monthly.csv,EXTRACTED,
WEB-0048,WEB-0048-R01-E024,"01_新增原件/WEB-0048/expanded/WEB-0048-R01/Imports Merchandise, Customs, current US$, millions, seas. adj..xlsx",.xlsx,571522,a80b13c769236b21b52acb31cd9d485bec64d500d235567fb35d4397b1a404c0,xlsx_sheet,quarterly,122,121,03_提取表格/WEB-0048/WEB-0048-R01-E024/quarterly.csv,EXTRACTED,
WEB-0048,WEB-0048-R01-E025,"01_新增原件/WEB-0048/expanded/WEB-0048-R01/Imports Merchandise, Customs, Price, US$, not seas. adj..xlsx",.xlsx,216710,6c288ebf2e1d80b87537416926e0b78996638fdd1a0e977c929b800977fe421f,xlsx_sheet,annual,32,43,03_提取表格/WEB-0048/WEB-0048-R01-E025/annual.csv,EXTRACTED,
WEB-0048,WEB-0048-R01-E025,"01_新增原件/WEB-0048/expanded/WEB-0048-R01/Imports Merchandise, Customs, Price, US$, not seas. adj..xlsx",.xlsx,216710,6c288ebf2e1d80b87537416926e0b78996638fdd1a0e977c929b800977fe421f,xlsx_sheet,monthly,362,55,03_提取表格/WEB-0048/WEB-0048-R01-E025/monthly.csv,EXTRACTED,
WEB-0048,WEB-0048-R01-E025,"01_新增原件/WEB-0048/expanded/WEB-0048-R01/Imports Merchandise, Customs, Price, US$, not seas. adj..xlsx",.xlsx,216710,6c288ebf2e1d80b87537416926e0b78996638fdd1a0e977c929b800977fe421f,xlsx_sheet,quarterly,122,43,03_提取表格/WEB-0048/WEB-0048-R01-E025/quarterly.csv,EXTRACTED,
WEB-0048,WEB-0048-R01-E026,"01_新增原件/WEB-0048/expanded/WEB-0048-R01/Imports Merchandise, Customs, Price, US$, seas. adj..xlsx",.xlsx,236232,dcff03dfa831b554a1642a1baa53a27506adb415098f5cb618bb5504dbbc8b66,xlsx_sheet,annual,32,56,03_提取表格/WEB-0048/WEB-0048-R01-E026/annual.csv,EXTRACTED,
WEB-0048,WEB-0048-R01-E026,"01_新增原件/WEB-0048/expanded/WEB-0048-R01/Imports Merchandise, Customs, Price, US$, seas. adj..xlsx",.xlsx,236232,dcff03dfa831b554a1642a1baa53a27506adb415098f5cb618bb5504dbbc8b66,xlsx_sheet,monthly,362,56,03_提取表格/WEB-0048/WEB-0048-R01-E026/monthly.csv,EXTRACTED,
WEB-0048,WEB-0048-R01-E026,"01_新增原件/WEB-0048/expanded/WEB-0048-R01/Imports Merchandise, Customs, Price, US$, seas. adj..xlsx",.xlsx,236232,dcff03dfa831b554a1642a1baa53a27506adb415098f5cb618bb5504dbbc8b66,xlsx_sheet,quarterly,122,56,03_提取表格/WEB-0048/WEB-0048-R01-E026/quarterly.csv,EXTRACTED,
WEB-0048,WEB-0048-R01-E027,"01_新增原件/WEB-0048/expanded/WEB-0048-R01/Industrial Production, constant 2010 US$, not seas. adj..xlsx",.xlsx,249215,ebbb6fef5dba88fb23e7f457937ad2c54db62e52374b599a3703b30814e3a0dd,xlsx_sheet,annual,32,92,03_提取表格/WEB-0048/WEB-0048-R01-E027/annual.csv,EXTRACTED,
WEB-0048,WEB-0048-R01-E027,"01_新增原件/WEB-0048/expanded/WEB-0048-R01/Industrial Production, constant 2010 US$, not seas. adj..xlsx",.xlsx,249215,ebbb6fef5dba88fb23e7f457937ad2c54db62e52374b599a3703b30814e3a0dd,xlsx_sheet,monthly,362,92,03_提取表格/WEB-0048/WEB-0048-R01-E027/monthly.csv,EXTRACTED,
WEB-0048,WEB-0048-R01-E028,"01_新增原件/WEB-0048/expanded/WEB-0048-R01/Industrial Production, constant 2010 US$, seas. adj..xlsx",.xlsx,244566,1f04e7c77b4c64aa72721004b786541bd29094085217be2ef5545450b0f66b32,xlsx_sheet,annual,32,92,03_提取表格/WEB-0048/WEB-0048-R01-E028/annual.csv,EXTRACTED,
WEB-0048,WEB-0048-R01-E028,"01_新增原件/WEB-0048/expanded/WEB-0048-R01/Industrial Production, constant 2010 US$, seas. adj..xlsx",.xlsx,244566,1f04e7c77b4c64aa72721004b786541bd29094085217be2ef5545450b0f66b32,xlsx_sheet,monthly,362,92,03_提取表格/WEB-0048/WEB-0048-R01-E028/monthly.csv,EXTRACTED,
WEB-0048,WEB-0048-R01-E029,"01_新增原件/WEB-0048/expanded/WEB-0048-R01/Official exchange rate, LCU per USD, period average.xlsx",.xlsx,651388,ac7cf98eec1b5c0856bade80ba76495b5d76f5a83a168814d2b2f3f554b6ecbd,xlsx_sheet,annual,32,200,03_提取表格/WEB-0048/WEB-0048-R01-E029/annual.csv,EXTRACTED,
WEB-0048,WEB-0048-R01-E029,"01_新增原件/WEB-0048/expanded/WEB-0048-R01/Official exchange rate, LCU per USD, period average.xlsx",.xlsx,651388,ac7cf98eec1b5c0856bade80ba76495b5d76f5a83a168814d2b2f3f554b6ecbd,xlsx_sheet,monthly,362,200,03_提取表格/WEB-0048/WEB-0048-R01-E029/monthly.csv,EXTRACTED,
WEB-0048,WEB-0048-R01-E030,"01_新增原件/WEB-0048/expanded/WEB-0048-R01/Retail Sales Volume Index, seas. adj..xlsx",.xlsx,138220,ff67b41c08000f228b2f1d151efb67778519c229d18a782cb0253c300051435b,xlsx_sheet,annual,32,41,03_提取表格/WEB-0048/WEB-0048-R01-E030/annual.csv,EXTRACTED,
WEB-0048,WEB-0048-R01-E030,"01_新增原件/WEB-0048/expanded/WEB-0048-R01/Retail Sales Volume Index, seas. adj..xlsx",.xlsx,138220,ff67b41c08000f228b2f1d151efb67778519c229d18a782cb0253c300051435b,xlsx_sheet,monthly,362,41,03_提取表格/WEB-0048/WEB-0048-R01-E030/monthly.csv,EXTRACTED,
WEB-0048,WEB-0048-R01-E031,"01_新增原件/WEB-0048/expanded/WEB-0048-R01/Stock Markets, LCU.xlsx",.xlsx,277330,d9adc87352497ae656f331cb602d075dbcdc0e7f87d76abaa4853860fd16755d,xlsx_sheet,annual,32,77,03_提取表格/WEB-0048/WEB-0048-R01-E031/annual.csv,EXTRACTED,
WEB-0048,WEB-0048-R01-E031,"01_新增原件/WEB-0048/expanded/WEB-0048-R01/Stock Markets, LCU.xlsx",.xlsx,277330,d9adc87352497ae656f331cb602d075dbcdc0e7f87d76abaa4853860fd16755d,xlsx_sheet,monthly,362,77,03_提取表格/WEB-0048/WEB-0048-R01-E031/monthly.csv,EXTRACTED,
WEB-0048,WEB-0048-R01-E032,"01_新增原件/WEB-0048/expanded/WEB-0048-R01/Stock Markets, US$.xlsx",.xlsx,285613,e6f78d1397d56fd7d22cf4298a8e2652d9492ae9849d6db403b9c7686416e613,xlsx_sheet,annual,32,79,03_提取表格/WEB-0048/WEB-0048-R01-E032/annual.csv,EXTRACTED,
WEB-0048,WEB-0048-R01-E032,"01_新增原件/WEB-0048/expanded/WEB-0048-R01/Stock Markets, US$.xlsx",.xlsx,285613,e6f78d1397d56fd7d22cf4298a8e2652d9492ae9849d6db403b9c7686416e613,xlsx_sheet,monthly,362,79,03_提取表格/WEB-0048/WEB-0048-R01-E032/monthly.csv,EXTRACTED,
WEB-0048,WEB-0048-R01-E033,01_新增原件/WEB-0048/expanded/WEB-0048-R01/Terms of Trade.xlsx,.xlsx,124123,d7962f72266564943c98d3e7fc6beec00afd39492c3c3d3b2ff5d63662c0d2bf,xlsx_sheet,monthly,362,42,03_提取表格/WEB-0048/WEB-0048-R01-E033/monthly.csv,EXTRACTED,
WEB-0048,WEB-0048-R01-E034,01_新增原件/WEB-0048/expanded/WEB-0048-R01/Total Reserves.xlsx,.xlsx,616275,41b56914dab7b82e64408ce8cabf86bc3edf549d594c02d083430e930e367f76,xlsx_sheet,annual,32,185,03_提取表格/WEB-0048/WEB-0048-R01-E034/annual.csv,EXTRACTED,
WEB-0048,WEB-0048-R01-E034,01_新增原件/WEB-0048/expanded/WEB-0048-R01/Total Reserves.xlsx,.xlsx,616275,41b56914dab7b82e64408ce8cabf86bc3edf549d594c02d083430e930e367f76,xlsx_sheet,monthly,362,185,03_提取表格/WEB-0048/WEB-0048-R01-E034/monthly.csv,EXTRACTED,
WEB-0048,WEB-0048-R01-E035,"01_新增原件/WEB-0048/expanded/WEB-0048-R01/Unemployment Rate, seas. adj..xlsx",.xlsx,232552,0295949159bcdf20da3e386535d60c7ff122400828e8b7120e4f0dc6feb3e0ed,xlsx_sheet,annual,32,78,03_提取表格/WEB-0048/WEB-0048-R01-E035/annual.csv,EXTRACTED,
WEB-0048,WEB-0048-R01-E035,"01_新增原件/WEB-0048/expanded/WEB-0048-R01/Unemployment Rate, seas. adj..xlsx",.xlsx,232552,0295949159bcdf20da3e386535d60c7ff122400828e8b7120e4f0dc6feb3e0ed,xlsx_sheet,monthly,361,78,03_提取表格/WEB-0048/WEB-0048-R01-E035/monthly.csv,EXTRACTED,
WEB-0498,WEB-0498-R01,01_新增原件/WEB-0498/WEB-0498-R01_CMO-Historical-Data-Annual.xlsx,.xlsx,399410,32b3821b0909cdb7e30dda54b20967e7c4e49258d76143ab0f6aab1f786290e9,xlsx_sheet,AFOSHEET,0,0,03_提取表格/WEB-0498/WEB-0498-R01/AFOSHEET.csv,EXTRACTED,
WEB-0498,WEB-0498-R01,01_新增原件/WEB-0498/WEB-0498-R01_CMO-Historical-Data-Annual.xlsx,.xlsx,399410,32b3821b0909cdb7e30dda54b20967e7c4e49258d76143ab0f6aab1f786290e9,xlsx_sheet,Annual Prices (Nominal),247,87,03_提取表格/WEB-0498/WEB-0498-R01/Annual_Prices_(Nominal).csv,EXTRACTED,
WEB-0498,WEB-0498-R01,01_新增原件/WEB-0498/WEB-0498-R01_CMO-Historical-Data-Annual.xlsx,.xlsx,399410,32b3821b0909cdb7e30dda54b20967e7c4e49258d76143ab0f6aab1f786290e9,xlsx_sheet,Annual Indices (Nominal),65219,81,03_提取表格/WEB-0498/WEB-0498-R01/Annual_Indices_(Nominal).csv,EXTRACTED,
WEB-0498,WEB-0498-R01,01_新增原件/WEB-0498/WEB-0498-R01_CMO-Historical-Data-Annual.xlsx,.xlsx,399410,32b3821b0909cdb7e30dda54b20967e7c4e49258d76143ab0f6aab1f786290e9,xlsx_sheet,Annual Prices (Real),85,75,03_提取表格/WEB-0498/WEB-0498-R01/Annual_Prices_(Real).csv,EXTRACTED,
WEB-0498,WEB-0498-R01,01_新增原件/WEB-0498/WEB-0498-R01_CMO-Historical-Data-Annual.xlsx,.xlsx,399410,32b3821b0909cdb7e30dda54b20967e7c4e49258d76143ab0f6aab1f786290e9,xlsx_sheet,Annual Indices (Real),328,82,03_提取表格/WEB-0498/WEB-0498-R01/Annual_Indices_(Real).csv,EXTRACTED,
WEB-0498,WEB-0498-R01,01_新增原件/WEB-0498/WEB-0498-R01_CMO-Historical-Data-Annual.xlsx,.xlsx,399410,32b3821b0909cdb7e30dda54b20967e7c4e49258d76143ab0f6aab1f786290e9,xlsx_sheet,Description,407,87,03_提取表格/WEB-0498/WEB-0498-R01/Description.csv,EXTRACTED,
WEB-0498,WEB-0498-R01,01_新增原件/WEB-0498/WEB-0498-R01_CMO-Historical-Data-Annual.xlsx,.xlsx,399410,32b3821b0909cdb7e30dda54b20967e7c4e49258d76143ab0f6aab1f786290e9,xlsx_sheet,Definitions,10,23,03_提取表格/WEB-0498/WEB-0498-R01/Definitions.csv,EXTRACTED,
WEB-0498,WEB-0498-R01,01_新增原件/WEB-0498/WEB-0498-R01_CMO-Historical-Data-Annual.xlsx,.xlsx,399410,32b3821b0909cdb7e30dda54b20967e7c4e49258d76143ab0f6aab1f786290e9,xlsx_sheet,Index Weights,92,251,03_提取表格/WEB-0498/WEB-0498-R01/Index_Weights.csv,EXTRACTED,
WEB-0498,WEB-0498-R02,01_新增原件/WEB-0498/WEB-0498-R02_CMO-Historical-Data-Monthly.xlsx,.xlsx,577979,7902a77505ebdc5d202ce65f666c2ee1b04b626f042d7738ed3e6f7d112c8433,xlsx_sheet,AFOSHEET,0,0,03_提取表格/WEB-0498/WEB-0498-R02/AFOSHEET.csv,EXTRACTED,
WEB-0498,WEB-0498-R02,01_新增原件/WEB-0498/WEB-0498-R02_CMO-Historical-Data-Monthly.xlsx,.xlsx,577979,7902a77505ebdc5d202ce65f666c2ee1b04b626f042d7738ed3e6f7d112c8433,xlsx_sheet,Monthly Prices,805,89,03_提取表格/WEB-0498/WEB-0498-R02/Monthly_Prices.csv,EXTRACTED,
WEB-0498,WEB-0498-R02,01_新增原件/WEB-0498/WEB-0498-R02_CMO-Historical-Data-Monthly.xlsx,.xlsx,577979,7902a77505ebdc5d202ce65f666c2ee1b04b626f042d7738ed3e6f7d112c8433,xlsx_sheet,Monthly Indices,1362,81,03_提取表格/WEB-0498/WEB-0498-R02/Monthly_Indices.csv,EXTRACTED,
WEB-0498,WEB-0498-R02,01_新增原件/WEB-0498/WEB-0498-R02_CMO-Historical-Data-Monthly.xlsx,.xlsx,577979,7902a77505ebdc5d202ce65f666c2ee1b04b626f042d7738ed3e6f7d112c8433,xlsx_sheet,Description,409,87,03_提取表格/WEB-0498/WEB-0498-R02/Description.csv,EXTRACTED,
WEB-0498,WEB-0498-R02,01_新增原件/WEB-0498/WEB-0498-R02_CMO-Historical-Data-Monthly.xlsx,.xlsx,577979,7902a77505ebdc5d202ce65f666c2ee1b04b626f042d7738ed3e6f7d112c8433,xlsx_sheet,Index Weights,92,251,03_提取表格/WEB-0498/WEB-0498-R02/Index_Weights.csv,EXTRACTED,
WEB-0197,WEB-0197-R01,01_新增原件/WEB-0197/WEB-0197-R01_whatsnew.xml,.xml,16212,55c597eaa959073f5235062b4ed98f5d1c29323e2750502af78583c35af8a0e7,xml,RSS,294,,01_新增原件/WEB-0197/WEB-0197-R01_whatsnew.xml,INSPECTED,
WEB-0197,WEB-0197-R02,01_新增原件/WEB-0197/WEB-0197-R02_mei260810.xlsx,.xlsx,28969,64b91eb81f52804537449562e695737e45ea4da77544774a6bad1adddaccd960,xlsx_sheet,mei,368,257,03_提取表格/WEB-0197/WEB-0197-R02/mei.csv,EXTRACTED,
WEB-0197,WEB-0197-R03,01_新增原件/WEB-0197/WEB-0197-R03_call.xlsx,.xlsx,33414,55e661a0df1eac36a14478da4e2028e74881af1975642ec689fe7299f17ceece,xlsx_sheet,業態別・By Sector (1) (2),86,13,03_提取表格/WEB-0197/WEB-0197-R03/業態別・By_Sector_(1)_(2).csv,EXTRACTED,
WEB-0197,WEB-0197-R03,01_新增原件/WEB-0197/WEB-0197-R03_call.xlsx,.xlsx,33414,55e661a0df1eac36a14478da4e2028e74881af1975642ec689fe7299f17ceece,xlsx_sheet,業態別・By Sector (3) (4),78,13,03_提取表格/WEB-0197/WEB-0197-R03/業態別・By_Sector_(3)_(4).csv,EXTRACTED,
WEB-0197,WEB-0197-R03,01_新增原件/WEB-0197/WEB-0197-R03_call.xlsx,.xlsx,33414,55e661a0df1eac36a14478da4e2028e74881af1975642ec689fe7299f17ceece,xlsx_sheet,期間別・By Period,52,13,03_提取表格/WEB-0197/WEB-0197-R03/期間別・By_Period.csv,EXTRACTED,
WEB-0200,WEB-0200-R01,01_新增原件/WEB-0200/WEB-0200-R01_sjds.xlsx,.xlsx,28679,aa7bbe20ed9cf27fcef1e52e8f52e988b270e6b1e1a10db4223a78a84e124b2b,xlsx_sheet,SDDS,55,52,03_提取表格/WEB-0200/WEB-0200-R01/SDDS.csv,EXTRACTED,
WEB-0200,WEB-0200-R02,01_新增原件/WEB-0200/WEB-0200-R02_sjfs.xlsx,.xlsx,22877,18204ee9131c18d31edc0e8e3faaf7aaf61ebf1443bd89aa5694573d6c06278d,xlsx_sheet,OFCS,30,92,03_提取表格/WEB-0200/WEB-0200-R02/OFCS.csv,EXTRACTED,
WEB-0200,WEB-0200-R03,01_新增原件/WEB-0200/WEB-0200-R03_sjfy.xlsx,.xlsx,221195,b09e906cbd4ddf2e7d3af4b53632ada6eaa16b9934221c914e4a36ddb651dec1,xlsx_sheet,1,71,19,03_提取表格/WEB-0200/WEB-0200-R03/1.csv,EXTRACTED,
WEB-0200,WEB-0200-R03,01_新增原件/WEB-0200/WEB-0200-R03_sjfy.xlsx,.xlsx,221195,b09e906cbd4ddf2e7d3af4b53632ada6eaa16b9934221c914e4a36ddb651dec1,xlsx_sheet,2,71,15,03_提取表格/WEB-0200/WEB-0200-R03/2.csv,EXTRACTED,
WEB-0200,WEB-0200-R03,01_新增原件/WEB-0200/WEB-0200-R03_sjfy.xlsx,.xlsx,221195,b09e906cbd4ddf2e7d3af4b53632ada6eaa16b9934221c914e4a36ddb651dec1,xlsx_sheet,3,71,17,03_提取表格/WEB-0200/WEB-0200-R03/3.csv,EXTRACTED,
WEB-0200,WEB-0200-R03,01_新增原件/WEB-0200/WEB-0200-R03_sjfy.xlsx,.xlsx,221195,b09e906cbd4ddf2e7d3af4b53632ada6eaa16b9934221c914e4a36ddb651dec1,xlsx_sheet,4,71,14,03_提取表格/WEB-0200/WEB-0200-R03/4.csv,EXTRACTED,
WEB-0200,WEB-0200-R03,01_新增原件/WEB-0200/WEB-0200-R03_sjfy.xlsx,.xlsx,221195,b09e906cbd4ddf2e7d3af4b53632ada6eaa16b9934221c914e4a36ddb651dec1,xlsx_sheet,5,71,18,03_提取表格/WEB-0200/WEB-0200-R03/5.csv,EXTRACTED,
WEB-0200,WEB-0200-R03,01_新增原件/WEB-0200/WEB-0200-R03_sjfy.xlsx,.xlsx,221195,b09e906cbd4ddf2e7d3af4b53632ada6eaa16b9934221c914e4a36ddb651dec1,xlsx_sheet,6,71,15,03_提取表格/WEB-0200/WEB-0200-R03/6.csv,EXTRACTED,
WEB-0200,WEB-0200-R03,01_新增原件/WEB-0200/WEB-0200-R03_sjfy.xlsx,.xlsx,221195,b09e906cbd4ddf2e7d3af4b53632ada6eaa16b9934221c914e4a36ddb651dec1,xlsx_sheet,7,71,19,03_提取表格/WEB-0200/WEB-0200-R03/7.csv,EXTRACTED,
WEB-0200,WEB-0200-R03,01_新增原件/WEB-0200/WEB-0200-R03_sjfy.xlsx,.xlsx,221195,b09e906cbd4ddf2e7d3af4b53632ada6eaa16b9934221c914e4a36ddb651dec1,xlsx_sheet,8,71,17,03_提取表格/WEB-0200/WEB-0200-R03/8.csv,EXTRACTED,
WEB-0200,WEB-0200-R03,01_新增原件/WEB-0200/WEB-0200-R03_sjfy.xlsx,.xlsx,221195,b09e906cbd4ddf2e7d3af4b53632ada6eaa16b9934221c914e4a36ddb651dec1,xlsx_sheet,9,71,13,03_提取表格/WEB-0200/WEB-0200-R03/9.csv,EXTRACTED,
WEB-0200,WEB-0200-R03,01_新增原件/WEB-0200/WEB-0200-R03_sjfy.xlsx,.xlsx,221195,b09e906cbd4ddf2e7d3af4b53632ada6eaa16b9934221c914e4a36ddb651dec1,xlsx_sheet,10,71,14,03_提取表格/WEB-0200/WEB-0200-R03/10.csv,EXTRACTED,
WEB-0200,WEB-0200-R03,01_新增原件/WEB-0200/WEB-0200-R03_sjfy.xlsx,.xlsx,221195,b09e906cbd4ddf2e7d3af4b53632ada6eaa16b9934221c914e4a36ddb651dec1,xlsx_sheet,19,71,18,03_提取表格/WEB-0200/WEB-0200-R03/19.csv,EXTRACTED,
WEB-0200,WEB-0200-R03,01_新增原件/WEB-0200/WEB-0200-R03_sjfy.xlsx,.xlsx,221195,b09e906cbd4ddf2e7d3af4b53632ada6eaa16b9934221c914e4a36ddb651dec1,xlsx_sheet,20,71,18,03_提取表格/WEB-0200/WEB-0200-R03/20.csv,EXTRACTED,
WEB-0200,WEB-0200-R03,01_新增原件/WEB-0200/WEB-0200-R03_sjfy.xlsx,.xlsx,221195,b09e906cbd4ddf2e7d3af4b53632ada6eaa16b9934221c914e4a36ddb651dec1,xlsx_sheet,21,71,23,03_提取表格/WEB-0200/WEB-0200-R03/21.csv,EXTRACTED,
WEB-0200,WEB-0200-R03,01_新增原件/WEB-0200/WEB-0200-R03_sjfy.xlsx,.xlsx,221195,b09e906cbd4ddf2e7d3af4b53632ada6eaa16b9934221c914e4a36ddb651dec1,xlsx_sheet,22,71,14,03_提取表格/WEB-0200/WEB-0200-R03/22.csv,EXTRACTED,
WEB-0200,WEB-0200-R03,01_新增原件/WEB-0200/WEB-0200-R03_sjfy.xlsx,.xlsx,221195,b09e906cbd4ddf2e7d3af4b53632ada6eaa16b9934221c914e4a36ddb651dec1,xlsx_sheet,23,71,17,03_提取表格/WEB-0200/WEB-0200-R03/23.csv,EXTRACTED,
WEB-0200,WEB-0200-R03,01_新增原件/WEB-0200/WEB-0200-R03_sjfy.xlsx,.xlsx,221195,b09e906cbd4ddf2e7d3af4b53632ada6eaa16b9934221c914e4a36ddb651dec1,xlsx_sheet,24,71,15,03_提取表格/WEB-0200/WEB-0200-R03/24.csv,EXTRACTED,
WEB-0200,WEB-0200-R03,01_新增原件/WEB-0200/WEB-0200-R03_sjfy.xlsx,.xlsx,221195,b09e906cbd4ddf2e7d3af4b53632ada6eaa16b9934221c914e4a36ddb651dec1,xlsx_sheet,25,71,19,03_提取表格/WEB-0200/WEB-0200-R03/25.csv,EXTRACTED,
WEB-0200,WEB-0200-R03,01_新增原件/WEB-0200/WEB-0200-R03_sjfy.xlsx,.xlsx,221195,b09e906cbd4ddf2e7d3af4b53632ada6eaa16b9934221c914e4a36ddb651dec1,xlsx_sheet,26,71,17,03_提取表格/WEB-0200/WEB-0200-R03/26.csv,EXTRACTED,
WEB-0200,WEB-0200-R03,01_新增原件/WEB-0200/WEB-0200-R03_sjfy.xlsx,.xlsx,221195,b09e906cbd4ddf2e7d3af4b53632ada6eaa16b9934221c914e4a36ddb651dec1,xlsx_sheet,27,71,13,03_提取表格/WEB-0200/WEB-0200-R03/27.csv,EXTRACTED,
WEB-0200,WEB-0200-R03,01_新增原件/WEB-0200/WEB-0200-R03_sjfy.xlsx,.xlsx,221195,b09e906cbd4ddf2e7d3af4b53632ada6eaa16b9934221c914e4a36ddb651dec1,xlsx_sheet,28,71,14,03_提取表格/WEB-0200/WEB-0200-R03/28.csv,EXTRACTED,
WEB-0200,WEB-0200-R03,01_新增原件/WEB-0200/WEB-0200-R03_sjfy.xlsx,.xlsx,221195,b09e906cbd4ddf2e7d3af4b53632ada6eaa16b9934221c914e4a36ddb651dec1,xlsx_sheet,45,71,19,03_提取表格/WEB-0200/WEB-0200-R03/45.csv,EXTRACTED,
WEB-0200,WEB-0200-R03,01_新增原件/WEB-0200/WEB-0200-R03_sjfy.xlsx,.xlsx,221195,b09e906cbd4ddf2e7d3af4b53632ada6eaa16b9934221c914e4a36ddb651dec1,xlsx_sheet,46,71,16,03_提取表格/WEB-0200/WEB-0200-R03/46.csv,EXTRACTED,
WEB-0200,WEB-0200-R03,01_新增原件/WEB-0200/WEB-0200-R03_sjfy.xlsx,.xlsx,221195,b09e906cbd4ddf2e7d3af4b53632ada6eaa16b9934221c914e4a36ddb651dec1,xlsx_sheet,47,71,27,03_提取表格/WEB-0200/WEB-0200-R03/47.csv,EXTRACTED,
WEB-0200,WEB-0200-R03,01_新增原件/WEB-0200/WEB-0200-R03_sjfy.xlsx,.xlsx,221195,b09e906cbd4ddf2e7d3af4b53632ada6eaa16b9934221c914e4a36ddb651dec1,xlsx_sheet,48,71,13,03_提取表格/WEB-0200/WEB-0200-R03/48.csv,EXTRACTED,
WEB-0200,WEB-0200-R03,01_新增原件/WEB-0200/WEB-0200-R03_sjfy.xlsx,.xlsx,221195,b09e906cbd4ddf2e7d3af4b53632ada6eaa16b9934221c914e4a36ddb651dec1,xlsx_sheet,49,71,30,03_提取表格/WEB-0200/WEB-0200-R03/49.csv,EXTRACTED,
WEB-0200,WEB-0200-R03,01_新增原件/WEB-0200/WEB-0200-R03_sjfy.xlsx,.xlsx,221195,b09e906cbd4ddf2e7d3af4b53632ada6eaa16b9934221c914e4a36ddb651dec1,xlsx_sheet,50,71,14,03_提取表格/WEB-0200/WEB-0200-R03/50.csv,EXTRACTED,
WEB-0200,WEB-0200-R03,01_新增原件/WEB-0200/WEB-0200-R03_sjfy.xlsx,.xlsx,221195,b09e906cbd4ddf2e7d3af4b53632ada6eaa16b9934221c914e4a36ddb651dec1,xlsx_sheet,51,71,19,03_提取表格/WEB-0200/WEB-0200-R03/51.csv,EXTRACTED,
WEB-0200,WEB-0200-R03,01_新增原件/WEB-0200/WEB-0200-R03_sjfy.xlsx,.xlsx,221195,b09e906cbd4ddf2e7d3af4b53632ada6eaa16b9934221c914e4a36ddb651dec1,xlsx_sheet,52,71,17,03_提取表格/WEB-0200/WEB-0200-R03/52.csv,EXTRACTED,
WEB-0200,WEB-0200-R03,01_新增原件/WEB-0200/WEB-0200-R03_sjfy.xlsx,.xlsx,221195,b09e906cbd4ddf2e7d3af4b53632ada6eaa16b9934221c914e4a36ddb651dec1,xlsx_sheet,53,71,13,03_提取表格/WEB-0200/WEB-0200-R03/53.csv,EXTRACTED,
WEB-0200,WEB-0200-R03,01_新增原件/WEB-0200/WEB-0200-R03_sjfy.xlsx,.xlsx,221195,b09e906cbd4ddf2e7d3af4b53632ada6eaa16b9934221c914e4a36ddb651dec1,xlsx_sheet,54,71,14,03_提取表格/WEB-0200/WEB-0200-R03/54.csv,EXTRACTED,
WEB-0253,WEB-0253-R01,01_新增原件/WEB-0253/WEB-0253-R01_feds_notes.xml,.xml,19280,b7da77e290193ecc0d58d1088d3352ddfcc30c4ac1eaeebfcd65d681332c62e4,xml,RSS,111,,01_新增原件/WEB-0253/WEB-0253-R01_feds_notes.xml,INSPECTED,
WEB-0264,WEB-0264-R01,01_新增原件/WEB-0264/WEB-0264-R01_FRB_g17_xml.zip,.zip,8569333,914f89f94403dcbadd517c899c5ade02d9e6219e38b2814bc41b6264a4bffb30,zip_archive,17 entries,17,,01_新增原件/WEB-0264/expanded/WEB-0264-R01,EXPANDED,
WEB-0264,WEB-0264-R01-E004,01_新增原件/WEB-0264/expanded/WEB-0264-R01/G17_data.xml,.xml,86726917,8686e4c12cebfbcd5c2dd329467139f2cc45d9bf605a35175a8dfb8351f3855e,xml,MESSAGE:MESSAGEGROUP,1094475,,01_新增原件/WEB-0264/expanded/WEB-0264-R01/G17_data.xml,INSPECTED,
WEB-0264,WEB-0264-R01-E017,01_新增原件/WEB-0264/expanded/WEB-0264-R01/G17_struct.xml,.xml,255666,7b4ca7ba14a17af7bdddb9a340cc7f6a4c4b664278c138859e295f86787e5635,xml,MESSAGE:STRUCTURE,3286,,01_新增原件/WEB-0264/expanded/WEB-0264-R01/G17_struct.xml,INSPECTED,
WEB-0266,WEB-0266-R01,01_新增原件/WEB-0266/WEB-0266-R01_FRB_h10_xml.zip,.zip,2075512,fb6f9677e8d553a2b4eaa47c0a2e4800480b90f2c3b7009dda99defdccd8b912,zip_archive,4 entries,4,,01_新增原件/WEB-0266/expanded/WEB-0266-R01,EXPANDED,
