日期,合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量（kg）,成交金额（元）,市场持仓（手）,交收方向,交收量（手）
2024-11-29,Au99.99,612.00,616.20,609.00,614.88,3.11,0.51%,614.34,7079.66,4349351826.8,-,,
2024-11-28,Au99.99,614.90,614.90,606.01,611.77,-2.03,-0.33%,608.91,8231.32,5012161935,-,,
2024-11-27,Au99.99,609.00,614.49,607.00,613.80,6.8,1.12%,612.11,8381.12,5130177843,-,,
2024-11-26,Au99.99,620.00,620.00,606.00,607.00,-9.51,-1.54%,608.20,8198.08,4986077616.6,-,,
2024-11-25,Au99.99,625.00,627.00,614.00,616.51,-7.4,-1.19%,618.71,8965.8,5547262163.6,-,,
2024-11-22,Au99.99,617.00,624.00,616.50,623.91,7.49,1.22%,622.16,11993.28,7461784257.4,-,,
2024-11-21,Au99.99,609.70,616.68,609.70,616.42,8.42,1.38%,615.47,10831.72,6666620932.8,-,,
2024-11-20,Au99.99,610.00,611.89,607.00,608.00,0.7,0.12%,610.70,9167.48,5598667856.6,-,,
2024-11-19,Au99.99,601.00,608.20,599.00,607.30,8.53,1.42%,606.67,11283.74,6845553780.2,-,,
2024-11-18,Au99.99,591.50,602.00,591.50,598.77,6.8,1.15%,598.60,12778.74,7649414953.6,-,,
2024-11-15,Au99.99,591.00,595.30,590.00,591.97,0.85,0.14%,592.94,8435.7,5001895770.8,-,,
2024-11-14,Au99.99,603.24,604.55,589.00,591.12,-11.97,-1.98%,593.36,11199.98,6645707083,-,,
2024-11-13,Au99.99,601.70,604.98,601.60,603.09,0.28,0.05%,603.24,8548.94,5157139734.4,-,,
2024-11-12,Au99.99,612.10,612.10,602.40,602.81,-10.49,-1.71%,605.31,10360.04,6271041592.6,-,,
2024-11-11,Au99.99,615.00,619.00,612.31,613.30,0.45,0.07%,613.61,9477.2,5815320326.6,-,,
2024-11-08,Au99.99,610.00,617.38,610.00,612.85,2.84,0.47%,615.05,12188,7496289366,-,,
2024-11-07,Au99.99,622.70,622.70,608.00,610.01,-14.68,-2.35%,610.65,10035.04,6127971558,-,,
2024-11-06,Au99.99,623.50,629.78,621.00,624.69,0.91,0.15%,626.50,8799.34,5512863065.4,-,,
2024-11-05,Au99.99,623.48,625.00,620.00,623.78,0.3,0.05%,622.11,10685,6647304333.4,-,,
2024-11-04,Au99.99,628.00,630.00,621.55,623.48,-4.19,-0.67%,623.77,13076.06,8156546723.2,-,,
