日期,合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量（kg）,成交金额（元）,市场持仓（手）,交收方向,交收量（手）
2025-09-30,Ag(T+D),10900.00,10971.00,10640.00,10857.00,46,0.43%,10863.00,1206336,13104999068,3189502,多支付给空,25080
2025-09-29,Ag(T+D),10573.00,10949.00,10552.00,10878.00,385,3.67%,10811.00,538718,5824551078,3333912,多支付给空,12450
2025-09-26,Ag(T+D),10495.00,10588.00,10377.00,10551.00,211,2.04%,10493.00,698132,7325644448,3354936,多支付给空,33780
2025-09-25,Ag(T+D),10339.00,10400.00,10278.00,10353.00,40,0.39%,10340.00,485896,5024538580,3310104,多支付给空,22050
2025-09-24,Ag(T+D),10349.00,10412.00,10239.00,10349.00,93,0.91%,10313.00,631748,6515539806,3313040,多支付给空,48870
2025-09-23,Ag(T+D),10225.00,10327.00,10168.00,10275.00,144,1.42%,10256.00,548328,5623975984,3499506,多支付给空,55200
2025-09-22,Ag(T+D),9902.00,10265.00,9902.00,10243.00,341,3.44%,10131.00,606548,6145516588,3494158,多支付给空,15330
2025-09-19,Ag(T+D),9853.00,9983.00,9805.00,9940.00,110,1.12%,9902.00,428604,4244383846,3435250,多支付给空,31530
2025-09-18,Ag(T+D),9847.00,9956.00,9753.00,9811.00,-130,-1.31%,9830.00,547182,5378927584,3403660,多支付给空,10320
2025-09-17,Ag(T+D),10111.00,10124.00,9872.00,9876.00,-188,-1.87%,9941.00,748504,7441125406,3346464,多支付给空,62070
2025-09-16,Ag(T+D),10033.00,10125.00,9982.00,10099.00,105,1.05%,10064.00,508792,5120551694,3450054,多支付给空,4110
2025-09-15,Ag(T+D),10080.00,10080.00,9960.00,9994.00,36,0.36%,9994.00,380008,3798072544,3477766,多支付给空,9330
2025-09-12,Ag(T+D),9770.00,10048.00,9760.00,10034.00,263,2.69%,9958.00,640580,6379485398,3483754,多支付给空,1980
2025-09-11,Ag(T+D),9771.00,9824.00,9730.00,9772.00,8,0.08%,9771.00,304080,2971358040,3406854,多支付给空,540
2025-09-10,Ag(T+D),9817.00,9844.00,9702.00,9784.00,-58,-0.59%,9764.00,566582,5532436584,3455636,多支付给空,14880
2025-09-09,Ag(T+D),9828.00,9906.00,9805.00,9847.00,82,0.84%,9842.00,384540,3784823552,3539200,空支付给多,480
2025-09-08,Ag(T+D),9770.00,9898.00,9696.00,9798.00,31,0.32%,9765.00,604986,5908177776,3562474,空支付给多,16140
2025-09-05,Ag(T+D),9778.00,9807.00,9690.00,9788.00,-2,-0.02%,9767.00,380552,3716889094,3533094,多支付给空,4770
2025-09-04,Ag(T+D),9810.00,9945.00,9686.00,9770.00,-1,-0.01%,9790.00,580972,5687948902,3471898,空支付给多,24270
2025-09-03,Ag(T+D),9800.00,9841.00,9670.00,9780.00,-35,-0.36%,9771.00,373924,3653679880,3489224,空支付给多,15030
