"iso3","country_name_zh","fx_12m_depr原值","fx_12m_depr百分比","汇率风险月份","综合来源","ODI存量原始USD","ODI存量亿美元","ODI年份","ODI来源ID","ODI存量定位","排除原因"
"ZWE","津巴布韦","24.9352130511545","2493.52","2024-04-30","MOFCOM-2024公报;WEB-0048-R01","14031140000","140.31","18180","MOFCOM-2024公报","附表2 p58","ODI存量(759420000 USD)低于中位数(1527540000 USD)"
{"success": true,"result": null}
