日期,合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量（kg）,成交金额（元）,市场持仓（手）,交收方向,交收量（手）
2025-05-30,Au99.99,763.02,771.90,762.00,768.79,5.77,0.76%,767.60,5589.74,4290728079.2,-,,
2025-05-29,Au99.99,769.70,769.70,756.64,763.02,-6.65,-0.86%,760.78,6994.12,5321003696.2,-,,
2025-05-28,Au99.99,767.00,770.90,765.50,769.67,0.92,0.12%,768.74,6772.1,5206016188.2,-,,
2025-05-27,Au99.99,774.20,777.29,767.30,768.75,-5.19,-0.67%,773.36,7447,5759250821.8,-,,
2025-05-26,Au99.99,779.50,782.00,773.51,773.94,-2.46,-0.32%,776.29,6914.3,5367532686.2,-,,
2025-05-23,Au99.99,774.90,778.50,768.00,776.40,-1.96,-0.25%,773.07,8357.1,6460691577.8,-,,
2025-05-22,Au99.99,768.50,782.30,768.50,778.36,4.54,0.59%,778.99,8502.62,6623492689.2,-,,
2025-05-21,Au99.99,757.00,775.79,757.00,773.82,20.33,2.70%,772.89,8872.48,6857486828.2,-,,
2025-05-20,Au99.99,747.00,756.00,747.00,753.49,-1.01,-0.13%,752.19,10329.54,7769819605.8,-,,
2025-05-19,Au99.99,735.00,756.79,735.00,754.50,8.1,1.09%,752.55,8373.96,6301860575.2,-,,
2025-05-16,Au99.99,743.50,755.00,739.00,746.40,10.54,1.43%,748.78,12330.58,9232900774.4,-,,
2025-05-15,Au99.99,753.80,755.00,729.00,735.86,-22.52,-2.97%,736.17,10512.94,7739314769,-,,
2025-05-14,Au99.99,760.00,764.00,757.05,758.38,-5.52,-0.72%,759.49,8915.2,6771072653.8,-,,
2025-05-13,Au99.99,743.00,765.80,742.00,763.90,4.9,0.65%,759.71,9024.62,6856111553.8,-,,
2025-05-12,Au99.99,787.00,788.00,755.00,759.00,-26.5,-3.37%,768.30,11552.36,8875768682.8,-,,
2025-05-09,Au99.99,792.00,799.00,774.05,785.50,-1,-0.13%,781.66,12024.8,9399392753.4,-,,
2025-05-08,Au99.99,789.00,807.90,785.00,786.50,-12.01,-1.50%,794.30,15787.08,12539687708.2,-,,
2025-05-07,Au99.99,792.90,801.00,791.80,798.51,6.31,0.80%,797.44,12151.2,9689878552,-,,
2025-05-06,Au99.99,785.00,797.50,785.00,792.20,12.01,1.54%,792.54,12694.96,10061300840.8,-,,
